01MAS202412152025121350
5024001664  7SER4212360087180800R421236MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FRR05                            
75    26LGGZ  1753434SO 17753004FR1517805                     
52753434P1  342123642123600      181100      2087B   26000       1 3200        V2    V2    0   
52929281NS  442123642123600      181600      2087B   26000       1 3200        V2    V2    0   
52929281PL  542123642123600      181700      2087B   26000       1 3200        V2 2RNV2    0   
5275342600  642123642123600      181900      2087B   26000       1 3200        V2    V2    0   
52753418BV  742123642123600      182100      2087B   26000       1 3200        V2    V2    0   
5242390500  842123642123600      182500      2087B   26000       1 3200        V2    V2    0   
52753004AS  942123642123600      183000      2087B   26000       1 3200        V2    RSU   0   
52753004PA 1042123642123600      183100      2087B   26000       1 3200        RSU   RSU   0   
52753004A1 1142123642123600      183100      2087B   26000       1 3200        RSURSUV2    0   
52753004BV 1242123642123600      183200      2087B   26000       1 3200        V2    V2    0   
72V2    0011100001000000101010011001001110100111000011101001110100111010011101001110100111010011101001110100111000011101001110100111010011101001100100110010011101001110000110010011101001110100111010011101001110100111010011101001110100111010011101001110100111010011101001110100111010011101001110100111000011100001110100111010011100001110000011010011101001110100111010011101000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000214520250103192612
527530042B 1342123642123600      183200      2087B   26000       1 3200        V2    V2B   0   
52753004A2 1442123642123600      183400      2087B   26000       1 3200        V2B   V2B   0   
52753004SC 1542123642123600      183600      2087B   26000       1 3200        V2BV2BF17   0   
52753004FR 16421236      00183800            2087B   26000       1 3200        F17         0   
5024001664  9SER4212360087180800R421236MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FRR05                            
75    26LGGZ  1753434SO 16753004FR1517805                     
52753434SO  1      42123600            18080002   87B      26000  1      3200        FSM   0   
52753434AI  242123642123600      181100      2087B   26000       1 3200        FSMFSMV2    0   
52753434P1  342123642123600      181100      2087B   26000       1 3200        V2    V2    0   
52929281NS  442123642123600      181600      2087B   26000       1 3200        V2    V2    0   
52929281PL  542123642123600      181700      2087B   26000       1 3200        V2 2RNV2    0   
5275342600  642123642123600      181900      2087B   26000       1 3200        V2    V2    0   
52753418BV  742123642123600      182100      2087B   26000       1 3200        V2    V2    0   
5242390500  842123642123600      182500      2087B   26000       1 3200        V2    V2    0   
52753004AS  942123642123600      183000      2087B   26000       1 3200        V2    RSU   0   
52753004PA 1042123642123600      183100      2087B   26000       1 3200        RSU   RSU   0   
52753004A1 1142123642123600      183100      2087B   26000       1 3200        RSURSUV2    0   
52753004BV 1242123642123600      183200      2087B   26000       1 3200        V2    V2    0   
527530042B 1342123642123600      183200      2087B   26000       1 3200        V2    V2B   0   
52753004A2 1442123642123600      183400      2087B   26000       1 3200        V2B   V2B   0   
52753004SC 1542123642123600      183500      2087B   26000       1 3200        V2BV2BF17   0   
52753004FR 16421236      00183800            2087B   26000       1 3200        F17         0   
5024001664 11SER4212360087175200R421236MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FRR05                            
75    26LGGZ  1753434SO 13753004FR1517805                     
52753434SO  1      42123600            17520002   87B      26000  1      3200        FSM   0   
52753434AI  242123642123600      175500      2087B   26000       1 3200        FSMFSMV2    0   
52753434P1  342123642123600      175500      2087B   26000       1 3200        V2    V2    0   
52929281NS  442123642123600      180000      2087B   26000       1 3200        V2    V2    0   
52929281PL  542123642123600      180100      2087B   26000       1 3200        V2 2RNV2    0   
5275342600  642123642123600      180400      2087B   26000       1 3200        V2    V2    0   
52753418BV  742123642123600      180600      2087B   26000       1 3200        V2    V2    0   
5242390500  842123642123600      181000      2087B   26000       1 3200        V2    V2    0   
52753004AS  942123642123600      181500      2087B   26000       1 3200        V2    V2    0   
52753004BV 1042123642123600      181800      2087B   26000       1 3200        V2    VC    0   
52753004RC 1142123642123600      182000      2087B   26000       1 3200        VC    V1T   0   
52753004AT 1242123642123600      182300      2087B   26000       1 3200        V1TV1TF9    0   
52753004FR 13421236      00182500            2087B   26000       1 3200        F9          0   
5024001664 12SER4212360087180000R421236MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FRR05                            
75    26LGGZ  1753434SO 13753004FR1517805                     
52753434SO  1      42123600            18000002   87B      26000  1      3200        FSM   0   
52753434AI  242123642123600      180300      2087B   26000       1 3200        FSMFSMV2    0   
52753434P1  342123642123600      180400      2087B   26000       1 3200        V2    V2    0   
52929281NS  442123642123600      180800      2087B   26000       1 3200        V2    V2    0   
52929281PL  542123642123600      180900      2087B   26000       1 3200        V2 2RNV2    0   
5275342600  642123642123600      181100      2087B   26000       1 3200        V2    V2    0   
52753418BV  742123642123600      181300      2087B   26000       1 3200        V2    V2    0   
5242390500  842123642123600      181700      2087B   26000       1 3200        V2    V2    0   
52753004AS  942123642123600      182100      2087B   26000       1 3200        V2    V2    0   
52753004BV 1042123642123600      182400      2087B   26000       1 3200        V2    VC    0   
52753004RC 1142123642123600      182800      2087B   26000       1 3200        VC    V1T   0   
52753004AT 1242123642123600      183400      2087B   26000       1 3200        V1TV1TF9    0   
52753004FR 13421236      00183700            2087B   26000       1 3200        F9          0   
5024001664 14AGT4212360087181700R421236MA1000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434PT753004RL2187FRR05                            
75    26X4AC  1753434PT 12753004RL1517805                     
52753434PT  1      42123600            18170002   87B      26000  1      3200        FPP   0   
52753434AI  242123642123600      182300      2087B   26000       1 3200        FPPFSMV2    0   
52753434P1  342123642123600      182400      2087B   26000       1 3200        V2    V2    0   
52929281NS  442123642123600      182900      2087B   26000       1 3200        V2    V2    0   
52929281PL  542123642123600      182900      2087B   26000       1 3200        V2 2RNV2    0   
5275342600  642123642123600      183200      2087B   26000       1 3200        V2    V2    0   
52753418BV  742123642123600      183400      2087B   26000       1 3200        V2    V2    0   
5242390500  842123642123600      183700      2087B   26000       1 3200        V2    V2    0   
52753004AS  942123642123600      184200      2087B   26000       1 3200        V2    V2    0   
52753004BV 1042123642123600      184500      2087B   26000       1 3200        V2    VC    0   
72VC    0000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000214520250124173303
52753004RC 1142123642123600      184700      2087B   26000       1 3200        VC 81 151   0   
52753004RL 12421236      00185000            2087B   26000       1 3200        151         0   
5024001664 15AGT4212360087182200R421236MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FRR05          421407   421519   
75    26Y9B8  1753434SO 13753004FR1517805                     
52753434SO  1      42123600            18220001   87B      26000  1      3200        FSM   0   
52753434AI  242123642123600      182430      1087B   26000       1 3200        FSMFSMV2    0   
52753434P1  342123642123600      182500      1087B   26000       1 3200        V2    V2    0   
52929281NS  442123642123600      183000      1087B   26000       1 3200        V2    V2    0   
52929281PL  542123642123600      183030      1087B   26000       1 3200        V2 2RNV2    0   
5275342600  642123642123600      183300      1087B   26000       1 3200        V2    V2    0   
52753418BV  742123642123600      183530      1087B   26000       1 3200        V2    V2    0   
5242390500  842123642123600      183830      1087B   26000       1 3200        V2    V2    0   
52753004AS  942123642123600      184330      1087B   26000       1 3200        V2    V2    0   
52753004BV 1042123642123600      184600      1087B   26000       1 3200        V2    VC    0   
52753004RC 1142123642123600      184830      1087B   26000       1 3200        VC    V2T   0   
52753004AT 1242123642123600      185100      1087B   26000       1 3200        V2TV2TF5    0   
52753004FR 13421236      00185400            1087B   26000       1 3200        F5          0   
5024001664 16AGT4212360087113600R421236MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FRR05          421407   triage   
75    26YZCP  1753434SO 16753004FR1517805                     
52753434SO  1      42123600            11360001   87B      26000  1      3200        FSM   0   
52753434AI  242123642123600      113830      1087B   26000       1 3200        FSMFSMV2    0   
52753434P1  342123642123600      113930      1087B   26000       1 3200        V2    V2    0   
52929281NS  442123642123600      114430      1087B   26000       1 3200        V2    V2    0   
52929281PL  542123642123600      114500      1087B   26000       1 3200        V2 2RNV2    0   
5275342600  642123642123600      114800      1087B   26000       1 3200        V2    V2    0   
52753418BV  742123642123600      115000      1087B   26000       1 3200        V2    V2    0   
5242390500  842123642123600      115330      1087B   26000       1 3200        V2    V2    0   
52753004AS  942123642123600      115900      1087B   26000       1 3200        V2    RSU   0   
52753004PA 1042123642123600      120030      1087B   26000       1 3200        RSU   RSU   0   
52753004A1 1142123642123600      120030      1087B   26000       1 3200        RSURSUV2    0   
52753004BV 1242123642123600      120100      1087B   26000       1 3200        V2    V2    0   
527530042B 1342123642123600      120130      1087B   26000       1 3200        V2    V2B   0   
52753004A2 1442123642123600      120230      1087B   26000       1 3200        V2B   V2B   0   
52753004SC 1542123642123600      120330      1087B   26000       1 3200        V2BV2BF13   0   
52753004FR 16421236      00120700            1087B   26000       1 3200        F13         0   
5024001665  2SER4212650087045900R421265MA1000011100001010000101000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001100000110000011100001110000110000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100000000000000000000000000000000000000753004PC753509EP2187FRR05                   421270   
75    26LGDZ  1753004PC 17753509EP1517738                     
52753004PC  1      42126500            04590002   87B      75000  1      1800        31    0   
52753004RC  242126542126500      050100      2087B   75000       1 1800        31 J8 VB    0   
52753004PN  342126542126500      050200      2087B   75000       1 1800        VB VB VD    0   
52753004BV  442126542126500      050300      2087B   75000       1 1800        VD VD V1    0   
72VD    0011100001010000101000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001100000110000011100001110000110000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100001110000111000011100000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000214520250225200744
52753418BV  542126542126500      051600      2087B   75000       1 1800        V1    V1    0   
5275342600  642126542126500      051800      2087B   75000       1 1800        V1    V1    0   
52929281PL  742126542126500      051900      2087B   75000       1 1800        V1    V1    0   
52929281SN  842126542126500      052000      2087B   75000       1 1800        V1    V1    0   
52753442EP  942126542126500      052600      2087B   75000       1 1800        V1    V1    0   
52753442BV 1042126542126500      052600      2087B   75000       1 1800        V1    V1    0   
52753459BV 1142126542126500      053100      2087B   75000       1 1800        V1    V1    0   
52753459EP 1242126542126500      053600      2087B   75000       1 1800        V1    V1    0   
5275349100 1342126542126500      053600      2087B   75000       1 1800        V1    V1    0   
52753509BV 1442126542126500054000      0543002287B87B75000 75000 111800  1800  V1    V1    0   
52753509CA 1542126542126500      054600      2087B   75000       1 1800        V1    V1    0   
52753509RM 1642126542126500      054700      2087B   75000       1 1800        V1    RAC   0   
52753509EP 17421265      00055500            2087B   75000       1 1800        RACEP       0   
5024001666  4SER4214000087073700R421400MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FEC06          421249            
75    26LGCB  1753434SO 15753004FR1517712                     
52753434SO  1      42140000            07370002   87D      26000  1      3200        FSM   0   
52753434AI  242140042140000      074000      2087D   26000       1 3200        FSMFSMV2    0   
52753434P1  342140042140000      074000      2087D   26000       1 3200        V2    V2    0   
52929281NS  442140042140000      074500      2087D   26000       1 3200        V2    V2    0   
52929281PL  542140042140000      074600      2087D   26000       1 3200        V2 2RNV2    0   
5275342600  642140042140000      074800      2087D   26000       1 3200        V2    V2    0   
52753418BV  742140042140000      075100      2087D   26000       1 3200        V2    V2    0   
5242390500  842140042140000      075400      2087D   26000       1 3200        V2    V2    0   
52753004AS  942140042140000      075900      2087D   26000       1 3200        V2    RSU   0   
52753004PA 1042140042140000      080100      2087D   26000       1 3200        RSU   RSU   0   
52753004A1 1142140042140000      080100      2087D   26000       1 3200        RSURSUVC    0   
52753004BV 1242140042140000      080200      2087D   26000       1 3200        VC    VC    0   
52753004RC 1342140042140000      080400      2087D   26000       1 3200        VC    V2T   0   
52753004AT 1442140042140000      080700      2087D   26000       1 3200        V2TV2TF9    0   
52753004FR 15421400      00081000            2087D   26000       1 3200        F9          0   
5024001666  6SER4214000087073500R421400MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FEC06          421249            
75    26LGCB  1753434SO 17753004FR1517712                     
52753434SO  1      42140000            07350002   87D      26000  1      3200        FSM   0   
52753434AI  242140042140000      073800      2087D   26000       1 3200        FSMFSMV2    0   
52753434P1  342140042140000      073800      2087D   26000       1 3200        V2    V2    0   
52929281NS  442140042140000      074300      2087D   26000       1 3200        V2    V2    0   
52929281PL  542140042140000      074400      2087D   26000       1 3200        V2 2RNV2B   0   
52929281VB  642140042140000      074600      2087D   26000       1 3200        V2BV2BV2    0   
5275342600  742140042140000      074700      2087D   26000       1 3200        V2    V2    0   
52753418BV  842140042140000      075100      2087D   26000       1 3200        V2    V2    0   
5242390500  942140042140000      075400      2087D   26000       1 3200        V2    V2    0   
52753004AS 1042140042140000      080000      2087D   26000       1 3200        V2    RSU   0   
52753004PA 1142140042140000      080100      2087D   26000       1 3200        RSU   RSU   0   
52753004A1 1242140042140000      080100      2087D   26000       1 3200        RSURSUVB    0   
52753004BV 1342140042140000      080200      2087D   26000       1 3200        VB    VB    0   
52753004PN 1442140042140000      080200      2087D   26000       1 3200        VB    VB    0   
52753004RC 1542140042140000      080300      2087D   26000       1 3200        VB    V2T   0   
52753004AT 1642140042140000      080600      2087D   26000       1 3200        V2TV2TF9    0   
52753004FR 17421400      00080900            2087D   26000       1 3200        F9          0   
5024001666  8SER4214000087073500R421400MA1000111110010011000101100111110011111001111100111010011111000111100111110011111001111100111110011111001111100111110011111001111100011110011111001111100111110011111001111100000000000000000000000000000000000001111100111110011111001111100111110011111000000000000000000000000000000000000000000000000000111110011111001111100111110011111000111100000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FEC06          421249            
75    26LGCB  1753434SO 16753004FR1517712                     
52753434SO  1      42140000            07350002   87D      26000  1      3200        FSM   0   
52753434AI  242140042140000      073800      2087D   26000       1 3200        FSMFSMV2    0   
52753434P1  342140042140000      073900      2087D   26000       1 3200        V2    V2    0   
52929281NS  442140042140000      074400      2087D   26000       1 3200        V2    V2    0   
52929281PL  542140042140000      074400      2087D   26000       1 3200        V2 2RNV2    0   
5275342600  642140042140000      074700      2087D   26000       1 3200        V2    V2    0   
52753418BV  742140042140000      074900      2087D   26000       1 3200        V2    V2    0   
5242390500  842140042140000      075300      2087D   26000       1 3200        V2    V2    0   
52753004AS  942140042140000      080000      2087D   26000       1 3200        V2    RSU   0   
52753004PA 1042140042140000      080200      2087D   26000       1 3200        RSU   RSU   0   
52753004A1 1142140042140000      080200      2087D   26000       1 3200        RSURSUVB    0   
52753004BV 1242140042140000      080300      2087D   26000       1 3200        VB    VB    0   
72VB    0111110010011000101100111110011111001111100111010011111000111100111110011111001111100111110011111001111100111110011111001111100011110011111001111100111110011111001111100000000000000000000000000000000000001111100111110011111001111100111110011111000000000000000000000000000000000000000000000000000111110011111001111100111110011111000111100000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000214520250204215658
52753004PN 1342140042140000      080300      2087D   26000       1 3200        VB    VB    0   
52753004RC 1442140042140000      080400      2087D   26000       1 3200        VB    V2T   0   
52753004AT 1542140042140000      080700      2087D   26000       1 3200        V2TV2TF9    0   
52753004FR 16421400      00081000            2087D   26000       1 3200        F9          0   
5024001666 14AGT4214000087073500R421400MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753434SO753004FR2187FEC06          421249            
75    26LGCB  1753434SO 16753004FR1517712                     
52753434SO  1      42140000            07350002   87D      26000  1      3200        FSM   0   
52753434AI  242140042140000      073800      2087D   26000       1 3200        FSMFSMV2    0   
52753434P1  342140042140000      073900      2087D   26000       1 3200        V2    V2    0   
52929281NS  442140042140000      074400      2087D   26000       1 3200        V2    V2    0   
52929281PL  542140042140000      074500      2087D   26000       1 3200        V2 2RNV2    0   
5275342600  642140042140000      074800      2087D   26000       1 3200        V2    V2    0   
52753418BV  742140042140000      075000      2087D   26000       1 3200        V2    V2    0   
5242390500  842140042140000      075400      2087D   26000       1 3200        V2    V2    0   
52753004AS  942140042140000      080100      2087D   26000       1 3200        V2    RSU   0   
52753004PA 1042140042140000      080200      2087D   26000       1 3200        RSU   RSU   0   
52753004A1 1142140042140000      080200      2087D   26000       1 3200        RSURSUVB    0   
52753004BV 1242140042140000      080300      2087D   26000       1 3200        VB    VB    0   
72VB    0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000214520250204215657
52753004PN 1342140042140000      080400      2087D   26000       1 3200        VB    VB    0   
52753004RC 1442140042140000      080500      2087D   26000       1 3200        VB    V2T   0   
52753004AT 1542140042140000      080800      2087D   26000       1 3200        V2TV2TF9    0   
52753004FR 16421400      00081100            2087D   26000       1 3200        F9          0   
5024001666 15R4S4214000087073500R421400MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111001111100111110011111000000000000000000000000000000000000000000001111100111110011111001111100111110011111001111100000000000000000000000000000000000000000000111110011111001111100111110000000000000000000000000000000000000753434SO753004FR2187FEC06          421249            
75    26LGCB  1753434SO 16753004FR1517712                     
52753434SO  1      42140000            07350002   87D      26000  1      3200        FSM   0   
52753434AI  242140042140000      073800      2087D   26000       1 3200        FSMFSMV2    0   
52753434P1  342140042140000      073900      2087D   26000       1 3200        V2    V2    0   
52929281NS  442140042140000      074400      2087D   26000       1 3200        V2    V2    0   
52929281PL  542140042140000      074500      2087D   26000       1 3200        V2 2RNV2    0   
5275342600  642140042140000      074800      2087D   26000       1 3200        V2    V2    0   
52753418BV  742140042140000      075000      2087D   26000       1 3200        V2    V2    0   
5242390500  842140042140000      075400      2087D   26000       1 3200        V2    V2    0   
52753004AS  942140042140000      080100      2087D   26000       1 3200        V2    RSU   0   
52753004PA 1042140042140000      080200      2087D   26000       1 3200        RSU   RSU   0   
52753004A1 1142140042140000      080200      2087D   26000       1 3200        RSURSUVB    0   
52753004BV 1242140042140000      080300      2087D   26000       1 3200        VB    VB    0   
72VB    0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111001111100111110011111000000000000000000000000000000000000000000001111100111110011111001111100111110011111001111100000000000000000000000000000000000000000000111110011111001111100111110000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000214520250204215658
52753004PN 1342140042140000      080400      2087D   26000       1 3200        VB    VB    0   
52753004RC 1442140042140000      080500      2087D   26000       1 3200        VB    V2T   0   
52753004AT 1542140042140000      080800      2087D   26000       1 3200        V2TV2TF9    0   
52753004FR 16421400      00081100            2087D   26000       1 3200        F9          0   
5024001667  1SER4216400087230900R421640MA1000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753251ZI753004RL2187FEC06          421643            
75    26L7NJ  1753251ZI  8753004RL1517727                     
52753251ZI  1      42164000            23090002   87D      75000  1      600         V2    0   
527532284G  242164042164000      231200      2087D   75000       1 600         V2    V2    0   
5275322800  342164042164000      231200      2087D   75000       1 600         V2    V2    0   
52753004AR  442164042164000      231900      2087D   75000       1 600         V2    V2    0   
5275320200  542164042164000      232200      2087D   75000       1 600         V2    V2    0   
52753004BV  642164042164000      232800      2087D   75000       1 600         V2    VC    0   
72VC    0000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                1500000214520250114173514
52753004RC  742164042164000      233000      2087D   75000       1 600         VC 81 153   0   
52753004RL  8421640      00233300            2087D   75000       1 600         153         0   
5024001667  2SER4216400087232900R421640MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000753251ZI753004FR2187FEC06          421643            
75    26L7NJ  1753251ZI 10753004FR1517727                     
52753251ZI  1      42164000            23290002   87D      75000  1      600         V2    0   
527532284G  242164042164000      233200      2087D   75000       1 600         V2    V2    0   
5275322800  342164042164000      233200      2087D   75000       1 600         V2    V2    0   
52753004AR  442164042164000      233900      2087D   75000       1 600         V2    V2    0   
5275320200  542164042164000      234200      2087D   75000       1 600         V2    V2    0   
52753004BV  642164042164000      234700      2087D   75000       1 600         V2    V2    0   
527530042B  742164042164000      234700      2087D   75000       1 600         V2    V2B   0   
52753004A2  842164042164000      234900      2087D   75000       1 600         V2B   V2B   0   
52753004SC  942164042164000      235000      2087D   75000       1 600         V2BV2BF17   0   
52753004FR 10421640      00235300            2087D   75000       1 600         F17         0   
5024001667  8SER4216400087230100R421640MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100001010000101000010100001010000000000000100000000000101000010100000000000000000010100001010000101000010100001010000101000010100001010000101000010100001010000000000000000000000000000000000000000000000101000010100001010000101000000000000000000000000000000000000000753251ZI753004FR2187FEC06          421643            
75    26TWKB  1753251ZI 10753004FR1517727                     
52753251ZI  1      42164000            23010002   87D      75000  1      600         V2    0   
527532284G  242164042164000      230400      2087D   75000       1 600         V2    V2    0   
5275322800  342164042164000      230400      2087D   75000       1 600         V2    V2    0   
52753004AR  442164042164000      231100      2087D   75000       1 600         V2    V2    0   
5275320200  542164042164000      231400      2087D   75000       1 600         V2    V2    0   
52753004BV  642164042164000      231900      2087D   75000       1 600         V2    V2    0   
527530042B  742164042164000      231900      2087D   75000       1 600         V2    V2B   0   
52753004A2  842164042164000      232000      2087D   75000       1 600         V2B   V2B   0   
52753004SC  942164042164000      232100      2087D   75000       1 600         V2BV2BF17   0   
52753004FR 10421640      00232400            2087D   75000       1 600         F17         0   
5024001667  9SER4216400087230100R421640MA1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000101000010100001010000101000010100001010000000000000000000000000000000000000000000000000000000000000000000753251ZI753004FR2187FEC06          421643            
75    26TWKB  1753251ZI 10753004FR1517727                     
52753251ZI  1      42164000            23010002   87D      75000  1      600         V2    0   
527532284G  242164042164000      230400      2087D   75000       1 600         V2    V2    0   
5275322800  342164042164000      230400      2087D   75000       1 600         V2    V2    0   
52753004AR  442164042164000      231100      2087D   75000       1 600         V2    V2    0   
5275320200  542164042164000      231400      2087D   75000       1 600         V2    V2    0   
